movie_id,title,industry,release_date,release_year,release_weekday,genre,languages,num_languages,weekend1_collection_cr,worldwide_collection_cr,india_net_cr,india_gross_cr,overseas_cr
31,Tiger Zinda Hai,Hindi,22-12-17,2017,4,Action|Thriller,Hindi,1,114.93,558,339.16,433.77,124.23
1978,Monsoon Shootout,Hindi,15-12-17,2017,4,Crime|Thriller,Hindi,1,0.38,0.88,0.72,0.87,0.01
36,Fukrey Returns,Hindi,08-12-17,2017,4,Drama|Romantic,Hindi,1,32.2,112.3,80.16,108.21,4.09
62,Firangi,Hindi,01-12-17,2017,4,Comedy|Drama|Historical,Hindi,1,6.6,16.6,10.21,13.77,2.83
83,Tera Intezaar,Hindi,01-12-17,2017,4,Musical|Romantic,Hindi,1,1.55,2.75,2.01,2.71,0.04
45,Tumhari Sulu,Hindi,17-11-17,2017,4,Comedy|Drama,Hindi,1,12.87,50.76,36.09,46.27,4.49
75,Aksar 2,Hindi,17-11-17,2017,4,Romantic|Thriller,Hindi,1,5.27,12,9.2,11.8,0.2
78,Qarib Qarib Singlle,Hindi,10-11-17,2017,4,Comedy|Romantic,Hindi,1,8.05,24.1,16.74,22.6,1.5
93,Shaadi Mein Zaroor Aana,Hindi,10-11-17,2017,4,Comedy|Romantic,Hindi,1,3.65,17,13.07,16.96,0.04
88,Ittefaq,Hindi,03-11-17,2017,4,Mystery|Thriller,Hindi,1,16.05,51.47,30.21,38.73,12.74
87,Ribbon,Hindi,03-11-17,2017,4,Drama,Hindi,1,0.23,0.53,0.39,0.52,0.01
28,Golmaal Again,Hindi,20-10-17,2017,4,Comedy,Hindi,1,87.6,308.62,205.69,262.88,45.74
22,Secret Superstar,Hindi,19-10-17,2017,3,Adventure|Musical,Hindi,1,31.1,912.75,63.4,81.28,831.47
17,Chef,Hindi,06-10-17,2017,4,Comedy|Family,Hindi,1,4,10.06,6.37,8.85,1.21
27,Judwaa 2,Hindi,29-09-17,2017,4,Comedy|Drama,Hindi,1,59.25,227.51,138.55,192.43,35.08
58,Newton,Hindi,22-09-17,2017,4,Black Comedy,Hindi,1,6.9,28.35,20.54,28.35,0
21,Bhoomi (film),Hindi,22-09-17,2017,4,Action|Drama,Hindi,1,7.48,14.84,10.33,14.28,0.56
18,Haseena Parkar,Hindi,22-09-17,2017,4,Crime|Thriller,Hindi,1,6.1,11.12,8.06,11.11,0.01
26,Simran,Hindi,15-09-17,2017,4,Crime|Romantic,Hindi,1,10.65,27.63,17.21,23.9,3.73
65,Lucknow Central,Hindi,15-09-17,2017,4,Drama|Musical,Hindi,1,8.42,16.95,11.2,15.56,1.39
74,Patel Ki Punjabi Shaddi,Hindi,15-09-17,2017,4,Comedy|Romantic,Hindi,1,1.05,2.5,1.56,2,0.5
44,Poster Boys,Hindi,08-09-17,2017,4,Comedy,Hindi,1,7.25,14.81,11.28,14.31,0.5
70,Daddy,Hindi,08-09-17,2017,4,Biography|Crime|Drama,Hindi,1,4.6,11.59,8.15,11.25,0.34
25,Baadshaho,Hindi,01-09-17,2017,4,Action|Adventure,Hindi,1,43.3,123.5,78.1,108.47,15.03
71,Shubh Mangal Saavdhan,Hindi,01-09-17,2017,4,Drama|Romantic,Hindi,1,14.46,64.06,42.79,59.4,4.66
24,A Gentleman,Hindi,25-08-17,2017,4,Action|Comedy,Hindi,1,13.13,38.3,20.59,28.6,9.7
57,Babumoshai Bandookbaaz,Hindi,25-08-17,2017,4,Action|Thriller,Hindi,1,7.53,18.24,13.23,18.24,0
19,Bareilly Ki Barfi,Hindi,18-08-17,2017,4,Comedy|Romantic,Hindi,1,11.52,58.62,34.27,47.86,10.76
5290,Partition: 1947,Hindi,18-08-17,2017,4,Drama,Hindi,0,,1.08,0.73,0.98,0.1
14,Toilet Ek Prem Katha,Hindi,11-08-17,2017,4,Comedy|Romantic,Hindi,1,51.45,316.97,134.42,186.42,130.55
55,Jab Harry Met Sejal,Hindi,04-08-17,2017,4,Drama|Romantic,Hindi,1,45.75,111.04,64.26,89.25,21.79
20,Mubarakan,Hindi,28-07-17,2017,4,Comedy|Drama|Romantic,Hindi,1,22.91,93.24,55.48,76.88,16.36
61,Indu Sarkar,Hindi,28-07-17,2017,4,Drama|Historical,Hindi,1,2.9,6.88,4.95,6.88,0
16,Munna Michael,Hindi,27-07-17,2017,3,Dance|Drama,Hindi,1,24.92,48.28,32.88,45.68,2.6
5289,Lipstick Under My Burkha,Hindi,21-07-17,2017,4,Drama|Psychological,Hindi,0,,26.68,19.16,25.95,0.73
5,Jagga Jasoos,Hindi,14-07-17,2017,4,Adventure|Comedy|Mystery|Romantic,Hindi,1,33.17,83.35,54.16,75.22,8.13
40,MOM,Hindi,07-07-17,2017,4,Thriller,Hindi,1,14.4,178.54,37.28,51.8,126.74
50,Guest iin London,Hindi,06-07-17,2017,3,Family|Comedy,Hindi,1,8.6,11.9,10.64,11.04,0.86
33,Tubelight,Hindi,23-06-17,2017,4,War|Adventure,Hindi,1,64.77,211.25,119.26,165.64,45.61
39,Bank Chor,Hindi,16-06-17,2017,4,Comedy|Thriller,Hindi,1,4.36,10.17,7.32,10.17,0
15,Raabta,Hindi,09-06-17,2017,4,Action|Romantic,Hindi,1,15.93,39.08,25.67,35.65,3.43
51,Behen Hogi Teri,Hindi,09-06-17,2017,4,Comedy|Romantic,Hindi,1,1.4,3.05,1.99,2.69,0.36
5288,Sachin A Billion Dreams,Hindi,26-05-17,2017,4,Documentary|Sports,Hindi,1,28.05,70.87,50.89,65.15,5.72
3,Hindi Medium,Hindi,19-05-17,2017,4,Drama,Hindi,1,,334.06,69.59,96.65,237.41
13,Half Girlfriend,Hindi,19-05-17,2017,4,Comedy|Romantic,Hindi,1,32.05,97.7,60.29,81.36,16.34
11,Baahubali 2  The Conclusion,Hindi,28-04-17,2017,4,Action|Drama|Fantasy,Hindi|Malayalam|Tamil|Telugu,4,304,1788.06,1030.42,1416.9,371.16
38,Maatr,Hindi,21-04-17,2017,4,Thriller,Hindi,1,,,,,
10,Noor,Hindi,21-04-17,2017,4,Drama|Romantic,Hindi,1,,,,,
8,Begum Jaan,Hindi,14-04-17,2017,4,Action|Drama|Historical,Hindi,1,,,,,
4,Naam Shabana,Hindi,31-03-17,2017,4,Crime|Mystery|Thriller,Hindi,1,18.76,55,36.78,48,7
35,Anaarkali Of Aarah,Hindi,24-03-17,2017,4,Drama,Hindi,1,,,,,
1,Badrinath Ki Dulhania,Hindi,10-03-17,2017,4,Comedy|Drama|Romantic,Hindi,1,43.05,201.07,117.89,162.17,38.9
5286,Commando 2,Hindi,03-03-17,2017,4,Action,Hindi,1,15.74,39.05,25.11,33.88,5.17
5284,Rangoon,Hindi,24-02-17,2017,4,Drama|War,Hindi,0,,39.8,20.76,28.02,11.78
5283,The Ghazi Attack,Hindi,17-02-17,2017,4,War,Hindi,0,,34.5,20.3,27.4,7.1
5198,Jolly LLB 2,Hindi,10-02-17,2017,4,Black Comedy|Drama,Hindi,1,50.46,197.33,117,162.5,34.83
5220,Raees,Hindi,25-01-17,2017,2,Crime|Thriller,Hindi,1,90.52,285,164.63,227.18,57.82
64,Kaabil,Hindi,25-01-17,2017,2,Action|Thriller,Hindi,1,67.45,178.1,104.34,145.8,32.3
5285,OK Jaanu,Hindi,13-01-17,2017,4,Drama|Romantic,Hindi,1,13.8,39.3,23.65,32.85,6.45
1980,Simmba,Hindi,28-12-18,2018,4,Action|Drama,Hindi,1,75.11,390,240.3,295,95
5227,KGF: Chapter 1,Kannada,21-12-18,2018,4,Drama|Thriller,Kannada,1,,237.75,185.24,227.75,10
1995,Zero,Hindi,21-12-18,2018,4,Comedy|Romantic,Hindi,1,59.07,178,96.61,120.8,57.2
69,Kedarnath,Hindi,07-12-18,2018,4,Romantic,Hindi,1,27.75,96,68.57,85,11
29,2,Tamil,29-11-18,2018,3,Sci-Fi,Tamil,1,87.9,691,407.05,519,172
5204,Bhaiaji Superhit,Hindi,23-11-18,2018,4,Action|Comedy,Hindi,1,3.3,8.2,6.5,8.2,0
5219,Pihu,Hindi,16-11-18,2018,4,Drama|Thriller,Hindi,0,,3.7,3,3.7,0
37,Thugs Of Hindostan,Hindi,08-11-18,2018,3,Action|Adventure|Drama,Hindi,1,119,327.51,151.3,194,133.51
1990,Baazaar,Hindi,26-10-18,2018,4,Crime|Drama,Hindi,1,11.93,40,28.26,36,4
2043,5 Weddings,Hindi,26-10-18,2018,4,Comedy|Drama|Romantic,English|Hindi,2,1.4,4.5,1.74,2.5,2
77,Namaste England,Hindi,18-10-18,2018,3,Comedy|Romantic,Hindi,1,7.1,12,9,11.5,0.5
1977,Badhaai Ho,Hindi,18-10-18,2018,3,Comedy,Hindi,1,45.7,220,137.31,176,44
5217,Tumbbad,Hindi,12-10-18,2018,4,Mystery|Thriller,Hindi,1,3.25,52.25,44.05,52.25,0
5215,Jalebi,Hindi,12-10-18,2018,4,Drama|Romantic,Hindi,0,,4.2,3.2,4.2,0
2005,FryDay,Hindi,12-10-18,2018,4,Comedy,Hindi,1,1.25,2.75,2.07,2.73,0.02
5187,Helicopter Eela,Hindi,12-10-18,2018,4,Drama,Hindi,1,2.85,7.2,4.52,5.7,1.5
5178,Andhadhun,Hindi,05-10-18,2018,4,Mystery|Thriller,Hindi,1,58.19,442.72,74.32,95.1,347.62
1986,Loveyatri,Hindi,05-10-18,2018,4,Romantic,Hindi,1,6.4,18,11.4,15.5,2.5
84,Sui Dhaaga - Made In India,Hindi,28-09-18,2018,4,Drama|Romantic,Hindi,1,36.6,124.6,79.07,100.6,24
5212,Pataakha,Hindi,28-09-18,2018,4,Comedy|Drama,Hindi,0,,13.3,10.12,13,0.3
5209,Manto,Hindi,21-09-18,2018,4,Biopic|Drama,Hindi,0,,3.7,2.72,3.5,0.2
100,Batti Gul Meter Chalu,Hindi,21-09-18,2018,4,Drama,Hindi,1,23.26,58.4,40.88,52.4,6
5206,Love Sonia,Hindi,14-09-18,2018,4,Drama,Hindi,0,,3.33,2.22,3.03,0.3
5203,Mitron,Hindi,14-09-18,2018,4,Comedy|Drama,Hindi,0,,5,3.6,4.7,0.3
1993,Manmarziyaan,Hindi,14-09-18,2018,4,Drama|Romantic,Hindi,1,14.33,41.5,27.8,35.5,6
1979,Paltan,Hindi,07-09-18,2018,4,War,Hindi,1,6.75,14,10.26,13,1
2013,Laila Majnu,Hindi,07-09-18,2018,4,Drama|Romantic,Hindi,1,1.8,3.4,2.72,3.2,0.2
5176,Yamla Pagla Deewana Phir Se,Hindi,31-08-18,2018,4,Comedy|Drama,Hindi,1,6.31,17,11.7,14.5,2.5
5175,Stree,Hindi,31-08-18,2018,4,Comedy|Horror,Hindi,1,32.26,182,129.83,167,15
5179,Genius,Hindi,24-08-18,2018,4,Action|Crime|Drama,Hindi,0,,7.5,5.97,7.1,0.4
2018,Happy Phirr Bhag Jayegi,Hindi,24-08-18,2018,4,Comedy|Drama,Hindi,1,11.78,31,21.94,28,3
79,Gold,Hindi,15-08-18,2018,2,Drama|Historical|Sports,Hindi,1,71.3,158,109.58,141,17
2023,Satyameva Jayate,Hindi,15-08-18,2018,2,Action|Thriller,Hindi,1,56.91,121,90.39,116,5
2042,Karwaan,Hindi,03-08-18,2018,4,Drama,Hindi,1,8.1,29.5,20.32,26.5,3
1972,Fanney Khan,Hindi,03-08-18,2018,4,Comedy|Musical,Hindi,1,7.65,19.25,11.67,14.75,4.5
5181,Mulk,Hindi,03-08-18,2018,4,Drama,Hindi,1,8.16,30.5,20.88,27.5,3
1974,Dhadak,Hindi,20-07-18,2018,4,Romantic,Hindi,1,33.67,113,74.19,95,18
1989,Soorma,Hindi,13-07-18,2018,4,Biopic|Drama|Sports,Hindi|Punjabi,2,13.85,47,32.04,41,6
32,Sanju,Hindi,29-06-18,2018,4,Biopic,Hindi,1,120.06,588.5,342.57,438.5,150
91,Race 3,Hindi,15-06-18,2018,4,Action|Mystery|Thriller,Hindi,1,106.47,300,169.5,217,83
102,Veere Di Wedding,Hindi,01-06-18,2018,4,Comedy|Romantic,Hindi,1,36.52,140,81.39,105,35
92,Parmanu The Story Of Pokhran,Hindi,25-05-18,2018,4,Action|Drama|Historical,Hindi,1,20.78,91,65.46,84,7
96,Raazi,Hindi,11-05-18,2018,4,Period|Thriller,Hindi,1,32.94,195,123.74,158,37
2007,102 Not Out,Hindi,04-05-18,2018,4,Comedy|Drama,Hindi,1,38.62,115.68,52.15,67,48.68
72,October,Hindi,13-04-18,2018,4,Comedy|Drama,Hindi,1,20.25,67.5,45.6,59,8.5
2014,Blackmail,Hindi,06-04-18,2018,4,Comedy,Hindi,1,11.22,30,20.42,27,3
2004,Nanu Ki Jaanu,Hindi,06-04-18,2018,4,Horror|Comedy,Hindi,1,,,,,
90,Baaghi 2,Hindi,30-03-18,2018,4,Action|Drama|Romantic,Hindi,1,73.1,257,165.5,211.84,45.16
41,Hichki,Hindi,23-03-18,2018,4,Drama,Hindi,1,46.81,236.48,45.82,59,177.48
89,Raid,Hindi,16-03-18,2018,4,Drama|Thriller,Hindi,1,41.01,154.19,103.07,132.14,22.05
1981,3 Storeys,Hindi,09-03-18,2018,4,Drama,Hindi,1,,,,,
99,Hate Story 4,Hindi,09-03-18,2018,4,Drama|Thriller,Hindi,1,12.57,31,22.26,29,2
1999,Dil Juunglee,Hindi,09-03-18,2018,4,Comedy|Romantic,Hindi,1,,,,,
59,Pari,Hindi,02-03-18,2018,4,Horror|Mystery,Hindi,1,15.34,39,28.7,36.67,2.33
60,Sonu Ke Titu Ki Sweety,Hindi,23-02-18,2018,4,Romantic|Comedy,Hindi,1,26.57,156.46,108.95,139.46,17
43,Aiyaary,Hindi,16-02-18,2018,4,Action|Drama,Hindi,1,11.76,30.59,17.01,21.78,8.81
63,Padman,Hindi,09-02-18,2018,4,Biography|Comedy|Drama,Hindi,1,40.05,205.84,81.74,105,100.84
30,Padmaavat,Hindi,25-01-18,2018,3,Drama|Historical,Hindi,1,109,585,302.15,400,185
9,Kaalakaandi,Hindi,12-01-18,2018,4,Drama,Hindi,1,,,,,
1984,1921,Hindi,12-01-18,2018,4,Horror,Hindi,1,6.45,22.8,15.94,20.4,2.4
1982,Mukkabaaz,Hindi,12-01-18,2018,4,Drama|Sports,Hindi,1,,,,,
5190,Good Newwz,Hindi,27-12-19,2019,4,Comedy|Drama,Hindi,1,64.99,316,205.09,242,74
5275,Dabangg 3,Hindi,20-12-19,2019,4,Action|Comedy,Hindi|Kannada|Tamil|Telugu,4,81.15,218,151.45,178,40
5383,The Body,Hindi,13-12-19,2019,4,Drama|Thriller,Hindi,1,2.35,3.4,2.65,3.1,0.3
5230,Mardaani 2,Hindi,13-12-19,2019,4,Action,Hindi,1,18.15,67,47.35,57,10
5392,Mamangam,Malayalam,12-12-19,2019,3,Action|Period,Hindi|Malayalam|Tamil|Telugu,4,22.4,57.4,32.45,37.4,20
5441,Indoo Ki Jawani,Hindi,11-12-20,2020,4,Comedy|Drama,Hindi,1,1.15,2.4,1.59,1.9,0.5
5699,Tenet,English,04-12-20,2020,4,Sci-Fi|Thriller,English,1,3.7,2650,8.8,10.6,2220
5740,Suraj Pe Mangal Bhari,Hindi,15-11-20,2020,6,Comedy,Hindi,1,0.75,4.7,3.3,3.8,0.9
5384,Solo Brathuke So Better,Telugu,25-12-20,2020,4,Comedy|Romantic,Telugu,1,10.1,22.3,18.1,21.1,1.2
5675,Madha,Telugu,13-03-20,2020,4,Mystery|Thriller,Telugu,1,0.35,0.5,0.35,0.42,0.08
5674,Arjuna,Telugu,13-03-20,2020,4,Action|Drama,Telugu,1,,0.35,0.25,0.3,0.05
5672,302,Telugu,13-03-20,2020,4,Crime|Thriller,Telugu,1,,0.07,0.05,0.07,0
5666,Shivan,Telugu,13-03-20,2020,4,Action|Romantic|Thriller,Telugu,1,,0.25,0.2,0.23,0.02
5665,Eureka,Telugu,13-03-20,2020,4,Action|Romantic,Telugu,1,,0.35,0.25,0.3,0.05
5650,Anukunnadi Okati Ayindi Okkati,Telugu,06-03-20,2020,4,Comedy|Thriller,Telugu,1,0.08,0.11,0.09,0.11,0
5568,College Kumar,Telugu,06-03-20,2020,4,Romantic,Tamil|Telugu,2,0.28,0.47,0.4,0.47,0
5654,Palasa 1978,Telugu,06-03-20,2020,4,Action|Crime|Drama,Telugu,1,1.5,3.2,2.5,2.95,0.25
5652,O Pitta Katha,Telugu,06-03-20,2020,4,Romantic|Thriller,Telugu,1,0.5,0.9,0.77,0.9,0
5619,HIT,Telugu,28-02-20,2020,4,Action|Mystery|Thriller,Telugu,1,4.8,8,6.6,7.5,0.5
5622,Raahu,Telugu,28-02-20,2020,4,Crime|Thriller,Telugu,1,0.3,0.6,0.5,0.6,0
5598,Pressure Cooker,Telugu,21-02-20,2020,4,Comedy|Drama,Telugu,1,0.3,0.6,0.5,0.6,0
5579,Bheeshma,Telugu,21-02-20,2020,4,Comedy|Romantic,Telugu,1,22.7,52,35.6,42,10
5597,Cheema Prema Madhyalo Bhaama,Telugu,21-02-20,2020,4,Comedy|Fantasy|Romantic,Telugu,1,0.35,0.64,0.55,0.64,0
5599,Valayam,Telugu,21-02-20,2020,4,Drama|Thriller,Telugu,1,2.6,4.5,3.7,4.3,0.2
5555,World Famous Lover,Telugu,14-02-20,2020,4,Drama|Romantic,Malayalam|Tamil|Telugu,3,11.63,17,12.55,14.5,2.5
5581,Oka Chinna Viramam,Telugu,14-02-20,2020,4,Drama,Telugu,1,0.7,1.4,1.1,1.28,0.12
5580,Life Anubavinchu Raja,Telugu,14-02-20,2020,4,Comedy|Romantic,Telugu,1,0.35,0.64,0.55,0.64,0
5535,Jaanu,Telugu,07-02-20,2020,4,Drama|Romantic,Telugu,1,8.1,11.9,8.1,9.4,2.5
5546,Neevalle Nenunna,Telugu,07-02-20,2020,4,Drama|Romantic,Telugu,1,0.27,0.52,0.45,0.52,0
5545,Degree College,Telugu,07-02-20,2020,4,Romantic|Thriller,Telugu,1,0.27,0.52,0.45,0.52,0
5510,Choosi Choodangane,Telugu,31-01-20,2020,4,Comedy|Romantic,Telugu,1,1.5,3.5,2.8,3.25,0.25
5484,Disco Raja,Telugu,24-01-20,2020,4,Action|Sci-Fi,Telugu,1,12,26,21,24,2
5245,Street Dancer 3D,Hindi,24-01-20,2020,4,Dance,Hindi|Tamil|Telugu,3,41.23,102,74.11,87,15
5460,Dolittle,English,17-01-20,2020,4,Adventure|Fantasy,English|Hindi|Tamil|Telugu,4,6.36,450,6.36,7.5,203
5458,Entha Manchivaadavuraa,Telugu,15-01-20,2020,2,Action|Drama|Romantic,Telugu,1,11.3,25,19.1,22.1,2.9
5374,Ala Vaikunthapurramuloo,Telugu,12-01-20,2020,6,Action,Telugu,1,37,269.35,200.98,233.35,36
5331,Sarileru Neekevvaru,Telugu,11-01-20,2020,5,Action,Telugu,1,59.4,221.7,169.55,196.7,25
5368,Darbar,Tamil,09-01-20,2020,3,Action|Thriller,Hindi|Tamil|Telugu,3,85,247.8,149.6,173.8,74
5417,"Wife,i",Telugu,03-01-20,2020,4,Drama,Telugu,1,0.05,0.1,0.09,0.1,0
5416,Uttara,Telugu,03-01-20,2020,4,Drama,Telugu,1,0.09,0.16,0.13,0.16,0
5414,Namaste Nestama,Telugu,03-01-20,2020,4,Drama,Telugu,1,0.45,0.8,0.58,0.8,0
5413,Hulchul,Telugu,03-01-20,2020,4,Drama,Telugu,1,0.04,0.09,0.08,0.09,0
5409,Beautiful,Telugu,01-01-20,2020,2,Drama|Romantic,Telugu,1,1.1,1.4,1.18,1.4,0
5410,Oollalla Oollalla,Telugu,01-01-20,2020,2,Horror|Romantic,Telugu,1,1.8,2,1.96,2,0
5777,Biskoth,Tamil,14-11-20,2020,5,Comedy|Romantic,Tamil,1,1.7,3.4,3.17,3.4,0
5679,Asura Guru,Tamil,13-03-20,2020,4,Action|Crime|Thriller,Tamil,1,1.8,2.4,1.8,2.1,0.3
5586,Dharala Prabhu,Tamil,13-03-20,2020,4,Comedy|Romantic,Tamil,1,2.7,3.4,2.7,3.2,0.2
5681,Walter,Tamil,13-03-20,2020,4,Crime|Drama|Thriller,Tamil,1,3.5,4.4,3.5,4.1,0.3
5680,Kayiru,Tamil,13-03-20,2020,4,Drama,Tamil,1,0.07,0.09,0.07,0.09,0
5568,College Kumar,Telugu,06-03-20,2020,4,Romantic,Tamil|Telugu,2,0.28,0.47,0.4,0.47,0
5656,Velvet Nagaram,Tamil,06-03-20,2020,4,Action|Thriller,Tamil,1,0.17,0.3,0.25,0.3,0
5655,Imsai Arasi,Tamil,06-03-20,2020,4,Comedy|Crime|Romantic,Tamil,1,0.11,0.25,0.2,0.25,0
5644,Indha Nilai Maarum,Tamil,06-03-20,2020,4,Drama,Tamil,1,0.04,0.1,0.07,0.1,0
5642,Ettu Thikkum Para,Tamil,06-03-20,2020,4,Drama,Tamil,1,0.07,0.13,0.11,0.13,0
5643,Gypsy,Tamil,06-03-20,2020,4,Drama|Romantic,Tamil,1,5,10.85,8.35,9.85,1
5624,Draupathi,Tamil,28-02-20,2020,4,Drama|Romantic,Tamil,1,7.9,10,7.9,9.2,0.8
5605,Mafia Chapter 1,Tamil,21-02-20,2020,4,Action|Crime|Drama,Tamil,1,5.6,7.3,5.6,6.5,0.8
5555,World Famous Lover,Telugu,14-02-20,2020,4,Drama|Romantic,Malayalam|Tamil|Telugu,3,11.63,17,12.55,14.5,2.5
5486,Psycho,Tamil,24-01-20,2020,4,Crime|Mystery|Thriller,Tamil,1,10.55,15,10.55,12.2,2.8
5460,Dolittle,English,17-01-20,2020,4,Adventure|Fantasy,English|Hindi|Tamil|Telugu,4,6.36,450,6.36,7.5,203
5394,Pattas,Tamil,15-01-20,2020,2,Action,Tamil,1,30.55,43,31.85,37,6
5368,Darbar,Tamil,09-01-20,2020,3,Action|Thriller,Hindi|Tamil|Telugu,3,85,247.8,149.6,173.8,74
5435,Thottu Vidum Thooram,Tamil,03-01-20,2020,4,Drama,Tamil,1,0.08,0.14,0.12,0.14,0
5433,Pizhai,Tamil,03-01-20,2020,4,Drama,Tamil,1,0.13,0.2,0.17,0.2,0
5432,Pachai Vilakku,Tamil,03-01-20,2020,4,Drama,Tamil,1,0.09,0.15,0.13,0.15,0
5429,Anandha Veedu,Tamil,03-01-20,2020,4,Drama,Tamil,1,0.04,0.06,0.05,0.06,0
5430,En Sangathu Aala Adichavan Evanda,Tamil,03-01-20,2020,4,Drama,Tamil,1,0.08,0.14,0.12,0.14,0
5660,Varkey,Malayalam,06-03-20,2020,4,Comedy|Thriller,Malayalam,1,0.04,0.05,0.04,0.05,0
5659,Kozhipporu,Malayalam,06-03-20,2020,4,Drama,Malayalam,1,0.08,0.14,0.12,0.14,0
5658,Kappela,Malayalam,06-03-20,2020,4,Drama|Romantic,Malayalam,1,0.45,0.8,0.68,0.8,0
5631,Forensic,Malayalam,28-02-20,2020,4,Crime|Drama|Thriller,Malayalam,1,4.45,12,8.45,10,2
5583,Trance,Malayalam,20-02-20,2020,3,Action|Drama,Malayalam,1,9.5,22,13.6,16,6
5555,World Famous Lover,Telugu,14-02-20,2020,4,Drama|Romantic,Malayalam|Tamil|Telugu,3,11.63,17,12.55,14.5,2.5
5589,Ayyappanum Koshiyum,Malayalam,07-02-20,2020,4,Action|Comedy,Malayalam,1,6,43,26,30,13
5557,Varane Avashyamund,Malayalam,07-02-20,2020,4,Drama,Malayalam,1,4,31.5,22,25.5,6
5485,Shylock,Malayalam,23-01-20,2020,3,Action|Comedy,Malayalam,1,9.5,34,18,21,13
5459,Big Brother,Malayalam,16-01-20,2020,3,Action|Thriller,Malayalam,1,4.15,9,5.15,6,3
5456,Aalkoottathil Oruvan,Malayalam,10-01-20,2020,4,Action|Drama|Thriller,Malayalam,1,0.04,0.13,0.1,0.12,0.01
5449,Anjaam Pathiraa,Malayalam,10-01-20,2020,4,Crime|Mystery|Thriller,Malayalam,1,4.4,50,29.9,35,15
5443,Maarjaara Oru Kalluvacha Nuna,Malayalam,03-01-20,2020,4,Drama,Malayalam,1,0.04,0.05,0.04,0.05,0
5442,Kuttiyappanum Daivadhootharum,Malayalam,03-01-20,2020,4,Drama,Malayalam,1,0.04,0.05,0.04,0.05,0
5445,Thallumpidi,Malayalam,03-01-20,2020,4,Drama,Malayalam,1,0.03,0.2,0.13,0.17,0.03
5444,Sameer,Malayalam,03-01-20,2020,4,Drama|Romantic,Malayalam,1,0.04,0.25,0.16,0.2,0.05
5437,Dhamaka,Malayalam,02-01-20,2020,3,Comedy|Drama,Malayalam,1,3,4.5,3.78,4.2,0.3
5785,ACT-1978,Kannada,20-11-20,2020,4,Drama|Thriller,Kannada,1,0.3,0.38,0.34,0.38,0
5649,Ondu Shikariya Kathe,Kannada,06-03-20,2020,4,Crime|Thriller,Kannada,1,0.1,0.18,0.15,0.18,0
5648,My Name is Raja,Kannada,06-03-20,2020,4,Action|Romantic|Thriller,Kannada,1,0.1,0.18,0.15,0.18,0
5647,Maduve Madri Sari Hogtane,Kannada,06-03-20,2020,4,Comedy|Romantic,Kannada,1,0.08,0.17,0.14,0.17,0
5645,Drona,Kannada,06-03-20,2020,4,Action|Drama,Kannada,1,1.25,2.2,1.7,2,0.2
5646,Jaggi Jagannatha,Kannada,28-02-20,2020,4,Action|Drama,Kannada,1,0.07,0.12,0.1,0.12,0
5616,Maya Kannadi,Kannada,28-02-20,2020,4,Crime|Mystery|Thriller,Kannada,1,0.11,0.17,0.15,0.17,0
5615,Bicchugatthi,Kannada,28-02-20,2020,4,Action|Historical|Thriller,Kannada,1,0.8,1.4,1.2,1.4,0
5596,Shivaji Surathkal,Kannada,21-02-20,2020,4,Drama|Mystery|Thriller,Kannada,1,3.7,10,8.6,10,0
5595,Seethamma Bandalu Sirimallige Thottu,Kannada,21-02-20,2020,4,Drama,Kannada,1,0.04,0.08,0.07,0.08,0
5593,Aadyaa,Kannada,21-02-20,2020,4,Thriller,Kannada,1,0.18,0.3,0.3,0.3,0
5591,Mounam,Kannada,21-02-20,2020,4,Thriller,Kannada,1,0.08,0.12,0.1,0.12,0
5594,Popcorn Monkey Tiger,Kannada,21-02-20,2020,4,Action|Crime|Drama,Kannada,1,4.3,7,5.85,6.5,0.5
5578,Thundhaikal Sahavasa,Kannada,14-02-20,2020,4,Drama|Romantic,Kannada,1,0.07,0.14,0.12,0.14,0
5577,Saagutha Doora Doora,Kannada,14-02-20,2020,4,Drama|Romantic,Kannada,1,0.04,0.1,0.08,0.1,0
5576,Navarathna,Kannada,14-02-20,2020,4,Action|Thriller,Kannada,1,0.11,0.23,0.2,0.23,0
5575,Gift Box,Kannada,14-02-20,2020,4,Drama|Romantic|Thriller,Kannada,1,0.11,0.23,0.2,0.23,0
5574,Gadappana Circle,Kannada,14-02-20,2020,4,Comedy|Crime|Drama,Kannada,1,0.04,0.1,0.08,0.1,0
5573,Demo Piece,Kannada,14-02-20,2020,4,Drama|Romantic,Kannada,1,0.18,0.41,0.36,0.41,0
5572,Benkiyalli Aralida Hoovu,Kannada,14-02-20,2020,4,Drama,Kannada,1,0.11,0.23,0.2,0.23,0
5537,Jiilka,Kannada,07-02-20,2020,4,Drama|Romantic,Kannada,1,2.05,3.9,3.2,3.7,0.2
5539,Matte Udbhava,Kannada,07-02-20,2020,4,Action|Drama,Kannada,1,0.11,0.23,0.2,0.23,0
5538,Malgudi Days,Kannada,07-02-20,2020,4,Drama,Kannada,1,0.09,0.17,0.15,0.17,0
5536,3rd Class,Kannada,07-02-20,2020,4,Action|Drama|Romantic,Kannada,1,0.55,1.16,1,1.16,0
5540,Nigarva,Kannada,31-01-20,2020,4,Horror|Thriller,Kannada,1,0.11,0.23,0.2,0.23,0
5508,Kaanadante Maayavadanu,Kannada,31-01-20,2020,4,Fantasy|Romantic,Kannada,1,0.35,0.8,0.7,0.8,0
